27,26,25,24,24,23,23,22,22,22,21,21,21,22,22,22,23,23,24,24,24,25,25,26,26,27,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,0,67,68,68,69,69,69,70,70,71
27,26,25,24,23,22,22,21,21,21,20,20,20,21,21,21,22,22,23,23,23,24,24,25,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,0,66,67,67,68,68,68,69,69,70
26,25,24,23,22,21,21,20,20,20,19,19,19,20,20,20,21,21,22,22,22,23,23,24,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,0,65,66,66,67,67,67,68,68,69
26,25,24,23,22,21,20,19,19,19,18,18,18,19,19,19,20,20,21,21,21,22,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,0,64,65,65,66,66,66,67,67,68
25,24,23,22,21,20,19,18,18,18,17,17,17,18,18,18,19,19,20,20,20,21,21,22,23,24,25,26,27,28,0,0,0,0,0,0,0,0,0,0,0,41,42,43,44,45,46,47,48,49,0,63,64,64,65,65,65,66,66,67
25,24,23,22,21,20,19,18,17,17,16,16,16,17,17,17,18,18,19,19,19,20,21,22,23,24,25,26,27,28,0,59,58,57,56,55,54,54,53,53,0,42,43,44,45,46,47,48,49,50,0,62,63,63,64,64,64,65,65,66
25,24,23,22,21,20,19,18,17,16,15,15,15,16,16,16,17,17,18,18,18,19,20,21,22,23,24,25,26,27,0,58,57,56,55,54,53,53,52,52,0,43,44,44,45,46,47,48,49,50,0,61,62,62,63,63,63,64,65,66
24,23,22,21,20,19,18,17,16,15,14,14,14,15,15,15,16,16,17,17,18,19,20,21,22,23,24,25,26,27,0,58,57,56,55,54,53,52,51,51,0,44,45,45,45,46,47,48,49,50,0,60,61,61,62,62,62,63,64,65
0,0,0,0,0,0,0,0,0,0,0,13,13,14,14,14,15,15,16,17,18,19,20,21,22,23,24,25,26,27,0,57,56,55,54,53,52,51,50,50,0,45,46,46,46,47,48,49,50,51,0,59,60,60,61,61,62,63,64,65
11,11,10,10,9,9,9,9,9,10,0,12,12,13,13,13,14,14,15,16,17,18,19,20,21,22,23,24,25,26,0,57,56,55,54,53,52,51,50,49,0,46,47,47,47,48,48,49,50,51,0,58,59,59,60,61,62,63,64,65
10,10,9,9,8,8,8,8,8,9,0,11,11,12,12,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,0,57,56,55,54,53,52,51,50,49,48,47,48,48,48,49,49,50,51,52,0,57,58,58,59,60,61,62,63,64
9,9,8,8,7,7,7,7,7,8,0,10,10,11,11,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,0,57,56,55,54,53,52,51,50,49,49,48,49,49,49,50,50,51,51,52,0,56,57,58,59,60,61,62,63,64
8,8,7,7,6,6,6,6,6,7,0,9,9,10,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,0,57,56,55,54,53,52,51,50,50,50,49,50,50,50,51,51,52,52,52,0,55,56,57,58,59,60,61,62,63
8,7,6,6,5,5,5,5,5,6,0,8,8,9,10,11,12,13,14,15,0,0,0,0,0,0,0,0,0,0,0,58,57,56,55,54,53,52,51,51,51,50,51,51,51,52,52,53,53,53,54,55,56,57,0,0,0,0,0,0
7,6,5,5,4,4,4,4,4,5,0,7,7,8,9,10,11,12,13,14,0,68,67,66,65,64,63,62,61,60,59,58,57,56,55,54,53,53,52,52,52,51,52,52,52,53,53,54,54,54,55,55,56,57,58,59,60,61,62,63
7,6,5,4,3,3,3,3,3,4,0,6,7,8,9,10,11,12,13,14,0,69,68,67,66,65,64,63,62,61,60,59,58,57,56,55,54,54,53,53,53,52,53,53,53,54,54,55,55,55,56,56,57,58,59,60,61,62,63,64
6,5,4,3,2,2,2,2,2,3,4,5,6,7,8,9,10,11,12,13,0,69,68,67,66,65,64,63,62,61,60,59,58,57,56,56,55,55,54,54,54,53,54,54,54,55,55,56,56,56,57,57,58,58,59,60,61,62,63,64
6,5,4,3,2,1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,0,69,68,67,66,65,64,63,62,61,60,59,58,57,57,57,56,56,55,55,55,54,55,55,55,56,56,57,57,57,58,58,59,59,60,61,62,63,64,65
6,5,4,3,2,1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,0,70,69,68,67,66,65,64,63,62,61,60,59,58,58,58,57,57,56,56,56,55,56,56,56,57,57,58,58,58,59,59,60,60,61,61,62,63,64,65
6,5,4,3,2,1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,0,70,69,68,67,66,65,64,63,62,61,60,60,59,59,59,58,58,57,57,57,56,57,57,57,58,58,59,59,59,60,60,61,61,62,62,62,63,64,65
6,5,4,3,2,2,2,2,2,3,4,5,6,7,8,9,10,11,12,13,0,71,70,69,68,67,66,65,64,63,62,61,61,60,60,60,59,59,58,58,58,57,58,58,58,59,59,60,60,60,61,61,62,62,62,63,63,64,65,66
0,0,0,0,0,0,0,0,0,0,5,6,7,8,9,10,11,12,13,14,0,71,70,69,68,67,66,65,64,63,63,62,62,61,61,61,60,60,59,59,59,58,59,59,59,60,60,61,61,60,60,60,61,61,61,62,62,63,64,65
15,14,13,12,11,10,9,8,7,6,6,6,7,8,9,10,11,12,13,14,0,72,71,70,69,68,67,66,65,64,64,63,63,62,62,62,61,61,60,60,60,59,60,60,60,61,60,60,60,59,59,59,60,60,60,61,62,63,64,65
16,15,14,13,12,11,10,9,8,7,7,7,8,9,10,11,12,13,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,61,61,60,60,59,59,59,58,58,58,59,59,59,60,61,62,63,64
16,15,14,13,12,11,10,9,9,8,8,8,9,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,0,61,61,60,59,59,58,58,58,57,57,57,58,58,0,0,0,0,0,0
16,15,14,13,12,11,10,10,10,9,9,9,10,10,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,0,61,60,59,58,58,57,57,57,56,56,56,57,57,0,64,64,64,65,65
17,16,15,14,13,12,11,11,11,10,10,10,11,11,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,0,61,60,59,58,57,56,56,56,55,55,55,56,56,0,63,63,63,64,64
17,16,15,14,13,13,12,12,12,11,11,11,12,12,12,13,13,14,15,16,17,18,19,20,21,22,23,24,25,26,0,28,29,30,31,32,33,34,35,36,0,60,59,58,57,56,55,55,55,54,54,54,55,55,0,62,62,62,63,63
18,17,16,15,14,14,13,13,13,12,12,12,13,13,13,14,14,15,16,17,18,19,20,21,22,23,24,25,26,27,0,29,30,31,32,33,34,35,36,37,0,60,59,58,57,56,55,54,54,53,53,53,54,54,0,61,61,61,62,62
18,17,16,16,15,15,14,14,14,13,13,13,14,14,14,15,15,16,16,17,18,19,20,21,22,23,24,25,26,27,0,30,31,31,32,33,34,35,36,37,0,60,59,58,57,56,55,54,53,52,52,52,53,54,0,60,60,60,61,61
18,17,17,17,16,16,15,15,15,14,14,14,15,15,15,0,16,17,17,17,18,19,20,21,22,23,24,25,26,27,0,31,32,32,32,33,34,35,36,37,0,59,58,57,56,55,54,53,52,51,51,51,52,53,0,59,59,59,60,61
19,18,18,18,17,17,16,16,16,15,15,15,16,16,16,0,17,18,18,18,19,20,21,22,23,24,25,26,27,28,0,32,33,33,33,34,35,36,37,38,0,0,0,0,0,0,0,0,0,0,50,51,52,53,0,58,58,58,59,60
20,19,19,19,18,18,17,17,17,16,16,16,17,17,17,0,18,19,19,19,20,20,21,22,23,24,25,26,27,28,0,33,34,34,34,35,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,0,57,57,58,59,60
21,20,20,20,19,19,18,18,18,17,17,17,18,18,18,0,19,20,20,20,21,21,22,23,24,25,26,27,28,29,0,34,35,35,35,36,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,0,56,57,58,59,60
22,21,21,21,20,20,19,19,19,18,18,18,19,19,19,0,20,21,21,21,22,22,23,23,24,25,26,27,28,29,0,35,36,36,36,37,37,38,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
23,22,22,22,21,21,20,20,20,19,19,19,20,20,20,0,21,22,22,22,23,23,24,24,25,26,27,28,29,30,0,36,37,37,37,38,38,39,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
24,23,23,23,22,22,21,21,21,20,20,20,21,21,21,0,22,23,23,23,24,24,25,25,26,26,27,28,29,30,0,37,38,38,38,39,39,40,40,41,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
25,24,24,24,23,23,22,22,22,21,21,21,22,22,22,0,23,24,24,24,25,25,26,26,27,27,27,28,29,30,0,38,39,39,39,40,40,41,41,42,42,42,43,44,45,46,47,48,49,50,51,52,53,54,0,56,57,58,59,60
26,25,25,25,24,24,23,23,23,22,22,22,23,23,23,0,24,25,25,25,26,26,27,27,28,28,28,29,30,31,0,39,40,40,40,41,41,42,42,43,43,43,44,45,46,47,48,49,50,51,52,53,54,55,0,57,58,59,60,61
27,26,26,26,25,25,24,24,24,23,23,23,24,24,24,0,25,26,26,26,27,27,28,28,29,29,29,30,30,31,0,40,41,41,41,42,42,43,43,44,44,44,45,45,46,47,48,49,50,51,52,53,54,55,0,58,59,59,60,61
